sample,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26
Armenia_LBA_EIA:I15729,0.104717,0.120848,-0.042615,-0.014858,-0.037853,-0.0033469999999999997,0.009635,-0.0034609999999999997,-0.049086,-0.019317,0.001137,0.003297,-0.007136,-0.003441,0.005836,0.0037129999999999997,0.003129,0.0020269999999999997,-0.0032679999999999996,5e-4,0.005988999999999999,3.7099999999999996e-4,6.16e-4,-0.0026509999999999997,0.003113
Armenia_LBA_EIA:I15748,0.101303,0.118817,-0.038466,-0.0048449999999999995,-0.036622,0.00753,0.013161,-0.004384,-0.054608,-0.02442,0.003085,0.005545,-0.010704,-0.006193,0.008957999999999999,0.013259,0.011343,-0.00152,0.006411,0.004752,0.0014969999999999998,-0.001731,0.008627,-0.003735,-0.002395
Armenia_LBA_EIA:I15750,0.103579,0.12592599999999998,-0.037335,-0.005490999999999999,-0.040930999999999995,-5.58e-4,0.010105,0.0027689999999999998,-0.046836,-0.026971,0.004709,0.011989,-0.00892,-0.003441,0.006515,9.28e-4,0.008865999999999999,0.0013939999999999998,0.008924999999999999,-0.004627,-0.0058649999999999996,-0.001607,2.4599999999999996e-4,0.001928,0.005868
Armenia_LBA_EIA:I16196,0.10927,0.120848,-0.033941,-0.01615,-0.036007,0.0047409999999999996,0.014101,-0.011076,-0.050517,-0.016583,0.009419,0.005395,-0.005946,-0.014450000000000001,0.010858,0.010607,0.024643,-2.5299999999999997e-4,5.03e-4,-0.001251,0.0026200000000000004,-0.003957,-1.2299999999999998e-4,0.002169,0.0029939999999999997
Armenia_LBA_EIA:I18162,0.104717,0.136081,-0.041106,-0.023256,-0.033236999999999996,8.37e-4,0.00423,-0.004615,-0.040291,-0.016947999999999998,0.002923,0.009442,-0.008771,-0.003853,0.007871999999999999,0.002652,0.001565,0.0022800000000000003,-0.0040219999999999995,0.005378,0.006862999999999999,-9.89e-4,-0.0056689999999999996,-0.001205,-3.59e-4
Armenia_LBA_EIA:I18163,0.111547,0.120848,-0.028661,-0.010013,-0.020927,0.0013939999999999998,0.00235,-0.007154,-0.043973,-0.030980000000000008,0.0014609999999999998,0.004646,-0.002379,-0.01101,0.00855,0.013524,0.009518,-0.002534,-3.77e-4,0.004627,0.008983999999999999,6.18e-4,0.012078,-0.002892,-0.001437
Armenia_LBA_EIA:I18165,0.10927,0.122879,-0.04450000000000001,-0.017442,-0.043393,0.013108,-7.05e-4,-0.003692,-0.050517,-0.02278,-0.003897,0.007943,-0.016947,0.005643,0.017235999999999998,0.002519,0.004563,2.5299999999999997e-4,0.004274,0.004876999999999999,0.009109,0.002473,6.16e-4,0.009399,-2.3899999999999998e-4
Armenia_LBA_EIA:I18166,0.108132,0.117801,-0.035449,-0.005168,-0.029543999999999997,-0.00251,-0.0094,-0.005537999999999999,-0.041723,-0.030798,0.001949,-0.005395,-0.009217,-0.017203,0.005836,0.0179,0.0103,-0.005448,-0.004777,0.013131,0.006364,-0.0028439999999999997,0.0014789999999999998,-0.009881,-0.010179
Armenia_LBA_EIA:I18167,0.100164,0.122879,-0.036204,-0.009367,-0.039392,0.003904,0.0075200000000000015,-0.011769,-0.052357999999999995,-0.028793,-0.005521,0.010041,-0.00996,-0.008808,0.012079,0.007823,0.007692999999999999,-0.00266,-0.007793,-0.005127,-0.0011229999999999999,0.005193,-0.0029579999999999997,-0.002289,0.0029939999999999997
Armenia_LBA_EIA:I18168,0.104717,0.122879,-0.043746,-0.012597,-0.037238,-0.0033469999999999997,0,-0.007614999999999999,-0.045200000000000004,-0.012939,-0.001949,0.007793,-0.015461,4.1299999999999996e-4,0.011672,-0.002254,0,-0.004181,-0.0026400000000000004,0.006627999999999999,0.001872,0.003215,0.001232,-0.004940000000000002,-4.79e-4
Armenia_LBA_EIA:I18248,0.104717,0.12491000000000001,-0.041106,-0.028424,-0.032929,-0.001673,-2.35e-4,-0.004384,-0.035383,-0.023873,0.0014609999999999998,-0.002548,-0.001784,-0.010872,0.012486,0.008884,0.005346,0.004687,0.007416,5e-4,0.003119,-9.89e-4,0.0075179999999999995,-0.002048,-0.003473
Armenia_LBA_EIA:I18467,0.105855,0.12491000000000001,-0.029793,-0.010982,-0.035699,0.001116,0.009635,-0.004154,-0.051745,-0.025331,0.003897,0.003597,0.002081,0.003578,0.008007,0.007823,0.016689,8.87e-4,0.002263,3.75e-4,0.009109,-0.006306,0.0038209999999999997,-0.0034939999999999997,0.002155
Armenia_LBA_EIA:I18468,0.105855,0.122879,-0.035072,-0.015504,-0.032621,0.003068,0.009165,6.92e-4,-0.040496,-0.031345,0.0034100000000000003,0.006144999999999999,-0.001338,-0.007156,0.006921999999999999,-0.001856,0.015516,-0.0013939999999999998,-0.005908,-0.009379,0.009733,0.011376,4.93e-4,1.2000000000000002e-4,-4.79e-4
