sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Greenlander_West:GSM558765,0.086506,-0.121864,0.096166,0.055233,-0.054472,-0.01004,-0.062983,-0.070382,0.005931,-0.008565,0.008607,-0.006594,-0.000892,-0.010872,-0.014929,-0.020817,-0.010561,0.005321,0.019986,0.017133,0.018967,-0.027946,0.007765,0.02663,0.017244
Greenlander_West:GSM558775,0.055773,-0.314814,0.111628,0.04845,-0.10525,-0.031794,-0.108105,-0.131071,0.003886,-0.017312,0.019974,-0.004946,0.008325,-0.024634,-0.034609,-0.014983,-0.004172,0.011402,0.030796,0.015632,0.022211,-0.049214,0.00493,0.03374,0.039278
Greenlander_West:GSM558776,0.05805,-0.317861,0.11917,0.055233,-0.106789,-0.02761,-0.10505,-0.131764,0.001227,-0.015126,0.021273,-0.004046,0.00892,-0.01913,-0.023887,-0.013392,-0.001304,0.013302,0.035824,0.017633,0.026952,-0.03858,0.01023,0.03133,0.043589
Greenlander_West:GSM558777,0.102441,-0.057885,0.087115,0.053618,-0.022466,-0.006693,-0.046767,-0.04869,0.005318,-0.007289,0.006983,-0.003897,-0.000743,-0.006744,-0.002172,-0.005701,-0.013169,0.006208,0.017221,0.007629,0.015098,-0.012365,0.013188,0.024702,0.014729
Greenlander_West:GSM558778,0.097888,-0.078196,0.089755,0.052972,-0.031698,-0.004741,-0.039952,-0.049152,0.004704,-0.008383,0.013153,-0.001798,-0.003568,-0.00234,0.000271,-0.002652,-0.006519,0.005448,0.020614,0.011255,0.016596,-0.017311,0.011585,0.018195,0.017004
Greenlander_West:GSM558779,0.067156,-0.267084,0.106725,0.056525,-0.09294,-0.020917,-0.094239,-0.110534,0.003272,-0.015855,0.019811,-0.005395,0.006392,-0.007156,-0.023208,-0.013259,-0.018645,0.012542,0.027528,0.014507,0.020339,-0.044886,0.000739,0.028076,0.037362
Icelandic:NA15755,0.12862,0.132019,0.076933,0.065569,0.044624,0.03012,0.00094,0.007846,0.005318,0.010387,-0.008931,0.005095,-0.008325,-0.004817,0.031216,0.00716,-0.010691,0.00152,0.001383,0.006878,0.00861,0.008285,0.001725,0.016388,0.005748
Icelandic:NA15756,0.132035,0.136081,0.073916,0.050711,0.040007,0.017012,0.004935,0.004154,0.006954,-0.000364,0.000487,0.010041,-0.008474,-0.00867,0.027551,0.000398,-0.028163,0.00114,0.001006,-0.003752,0.007362,0.003586,-0.002588,0.013375,0.006586
Icelandic:NA15757,0.129758,0.137096,0.062225,0.053618,0.048317,0.020359,0.00564,0.015461,-0.001841,-0.001458,0.000162,0.006594,-0.010406,-0.008945,0.021037,0.002519,-0.0103,0.008742,-0.00088,0.001501,0.007986,-0.005564,0.001109,0.010604,0.001557
Icelandic:NA15758,0.127482,0.13405,0.063733,0.044897,0.038776,0.02008,0.005875,0.011769,-0.00409,-0.006014,0.000325,0.002847,-0.006095,-0.010872,0.024158,0.010209,-0.015776,0.000127,0.000503,-0.000625,0.0141,0.003091,-0.006409,0.015785,-0.000718
Icelandic:NA15759,0.135449,0.135065,0.073916,0.056525,0.032314,0.021475,0.003995,0.013615,0.000818,0.002551,-0.009256,0.006594,-0.004608,-0.006193,0.017372,0.005701,-0.007953,-0.00152,0.000251,0.005878,0.011729,0.00272,-0.000246,0.014701,-0.000359
Icelandic:NA15760,0.129758,0.132019,0.069013,0.057171,0.033237,0.023427,-0.002115,0.008538,-0.003272,-0.007654,-0.002598,3e-04,0.001041,-0.011423,0.022801,0.014585,-0.008475,-0.007221,0.000503,0.008629,0.008485,-0.008779,-0.002218,0.022292,0.000599
Icelandic:NA15761,0.130897,0.133034,0.067505,0.060078,0.045547,0.027052,0.00188,0.010153,0.008385,0.002187,-0.008607,0.003147,-0.002081,-0.002477,0.019951,0.017369,-0.007171,0.009502,0.000126,0.005753,0.013726,0.000371,0.003204,0.007712,0.006945
Icelandic:NA15762,0.130897,0.139128,0.064488,0.059109,0.035391,0.027331,0.011516,0.006461,0.002454,-0.011663,-0.007795,0.002248,-0.005649,-0.010597,0.018865,-0.009679,-0.021774,0.006588,-0.000754,0.006003,0.006114,0.004451,0.000123,0.011688,0.001676
Icelandic:NA15763,0.137726,0.128972,0.065619,0.061693,0.036314,0.029284,-0.00282,0.001615,0.009204,0.011481,-0.01023,0.007044,-0.004608,-0.014726,0.028637,0.001458,-0.004694,-0.003421,0.00729,-0.003627,0.006863,0.008532,-0.002588,0.015424,-0.006706
Icelandic:NA15764,0.134311,0.137096,0.058077,0.048773,0.031083,0.018128,0.006345,0.006692,-0.000818,0.00492,-0.007795,0.007643,-0.007136,-0.007156,0.02253,0.008618,-0.009909,0.009755,0.002514,0.002251,0.006863,0.004081,-0.000986,0.022774,-0.00012
Icelandic:NA15765,0.135449,0.132019,0.070144,0.060401,0.045855,0.022032,0.003525,0.008538,0.005727,-0.002734,-0.00682,0.005245,-0.006392,-0.006606,0.023208,0.004508,-0.004563,-0.004181,-0.002011,0.007504,0.007986,0.007666,-0.000986,0.006386,-0.006466
Icelandic:NA15766,0.140002,0.126941,0.068259,0.057171,0.040931,0.019243,0.00047,0.007384,0.002863,-0.000911,-0.004709,0.005245,-0.013677,-0.016515,0.019544,0.000663,-0.010822,0.0019,0.010936,0.010255,0.01123,0.005193,-0.000246,0.011086,0.001197
Ingrian:GS000016896,0.130897,0.105615,0.086738,0.070414,0.033237,0.024263,0.00611,0.007615,0.000409,-0.02606,0.000812,-0.010641,0.013379,0.017065,-0.006786,0.001458,0.004694,-0.002534,-0.005656,0.006253,-0.000749,-0.00136,0.008997,-0.002169,0.003712
Ingrian:GS000016897,0.129758,0.078196,0.094657,0.08075,0.028621,0.030399,0.012221,0.011538,-0.0045,-0.030433,0.001137,-0.009142,0.012339,0.006055,0.001221,0.002387,-0.009388,-0.001394,0.000377,0.001251,0.007861,0.005441,0.006655,0.006627,0.006706
Ingrian:GS000017197,0.12862,0.08632,0.088246,0.075905,0.037238,0.022869,0.011516,0.019845,0.00225,-0.023144,0.007632,-0.009891,0.018137,-0.006055,-0.003257,0.004243,-0.00013,0.002154,-0.007793,0.007379,0.004991,-0.003586,0.006779,0.001566,-0.001317
Ingushian:ING-1154,0.10927,0.100537,-0.028284,-0.016473,-0.029236,-0.00251,0.011045,0,-0.047859,-0.021139,-0.006008,0.011839,-0.009812,0.001101,0.010315,-0.007292,-0.00339,0.002027,-0.00905,0.004877,-0.001872,0.005688,-0.004314,-0.002651,0.001078
Ingushian:ING-1167,0.114961,0.108662,-0.029415,-0.016473,-0.036007,0.004462,0.013161,-0.005307,-0.05788,-0.036812,0.001461,0.008093,-0.012785,0.00234,0.007057,-0.016839,-0.007041,-0.002787,-0.00905,0.016633,0.000125,0.001978,0.003451,0.013014,-0.002515
Ingushian:ING-1168,0.110408,0.105615,-0.027907,-0.015504,-0.041238,0.001952,0.00564,-0.002077,-0.053381,-0.030069,-0.003085,0.015286,-0.015163,0.003028,0.016965,-0.013922,0.008996,0.003801,-0.007542,0.017884,0.014599,0.00371,0.001109,0.000241,0.006826
Ingushian:ING-1169,0.110408,0.092413,-0.030924,-0.015504,-0.037238,0.003904,0.010575,-0.000923,-0.066266,-0.033531,-0.000325,0.011989,-0.017393,-0.006881,0.015336,-0.0118,0.002608,-0.004687,-0.003017,0.015132,0.003369,0.004451,-0.000739,-0.000964,-0.006706
Ingushian:ING-1176,0.10927,0.109677,-0.030924,-0.013566,-0.035083,-0.006693,0.018566,0.003,-0.064016,-0.036265,0.004222,0.004046,-0.019177,0.00055,0.00855,-0.023734,-0.01343,0.00114,-0.01169,0.009755,0.000499,-0.00136,-0.001849,-0.007109,0.006826
Ingushian:ING-1177,0.110408,0.1046,-0.041483,-0.019703,-0.039392,0.004462,0.00705,-0.008077,-0.05154,-0.025878,-0.000974,0.005245,-0.013677,-0.009496,0.00665,-0.006232,0.01343,-0.00152,-0.004022,0.016758,0.007362,-0.003586,0.001602,0.001928,-0.005389
Ingushian:ING-1178,0.106994,0.091398,-0.029038,-0.015827,-0.035083,-0.001952,0.00376,-0.009,-0.057676,-0.025513,0.003735,0.010041,-0.019475,-0.001789,0.013029,-0.024396,-0.002347,-0.006714,-0.004651,0.014007,0.001872,0.00643,0.011955,-0.000361,-0.002395
Ingushian:ING-1179,0.10927,0.087336,-0.02225,-0.009044,-0.033545,0.001673,0.007285,-0.007615,-0.048268,-0.024602,0.002761,0.005845,-0.014271,-0.008945,0.015201,-0.010342,0.003651,-0.006968,-0.004022,0.019509,0.008735,0.009274,0.003697,0.002048,0.003592
Ingushian:ING-1206,0.1161,0.091398,-0.023759,-0.021318,-0.037238,-0.000837,0.009165,-0.008769,-0.059312,-0.023873,-0.00406,0.004346,-0.009663,-0.00523,0.011129,-0.010475,0.002738,-0.00228,-0.010056,0.02026,0.008485,-0.002597,0.002218,-0.006145,0.003712
Ingushian:ING-1330,0.110408,0.102568,-0.030547,-0.010982,-0.025543,-0.003904,0.006815,-0.006,-0.061766,-0.026971,0.003248,0.006294,-0.023488,0.005505,0.007872,-0.013392,0.004694,-0.003801,-0.006411,0.009755,0.012728,0.005441,0.003697,0.002771,-0.007185
Iranian_Bandari:BanII38,0.05805,0.091398,-0.079195,-0.009367,-0.058472,0.005857,0.004935,-0.003923,-0.037223,-0.018224,-0.000812,0.002248,0.000297,0.000275,0.010315,0.022938,-0.005737,0.003547,0.002765,-0.008504,0.007986,-0.001978,0.008011,-0.00723,0.002395
Iranian_Bandari:BanII4,0.052359,0.074134,-0.087869,0.000323,-0.062781,0.007251,0.00282,-0.001615,-0.019021,-0.021504,0.002273,0.002398,0.013677,-0.002202,0.007057,0.014054,-0.013821,0.005954,0.00993,-0.015007,0.001248,-0.012489,0.006655,-0.002892,0.002275
Iranian_Bandari:BanII40,0.061464,0.069056,-0.095412,0.015504,-0.056318,0.019801,0.00282,-0.007846,-0.027406,-0.017677,0.001786,-0.005695,0.003568,-0.007844,0.011808,0.035401,-0.000913,0.006841,0.003268,-0.019885,-0.010357,-0.014096,0.001479,-0.008073,0.010897
Iranian_Bandari:BanII47,0.07057,0.078196,-0.088246,0.005491,-0.059396,0.021475,-0.003525,0.008077,-0.019839,-0.02041,0.005359,-0.002248,0.001933,-0.008395,0.014522,0.010475,0.000652,-0.0019,-0.00352,-0.029264,0.004367,-0.013354,0.002218,-0.008917,0.002155
Iranian_Bandari:BanII80,0.056912,0.074134,-0.082212,0.010013,-0.049855,0.018407,0.00517,-0.001385,-0.015339,-0.017859,-0.001624,-0.000599,0.003271,-0.000138,0.011943,0.009812,-0.012908,0.010895,0.00817,-0.016758,-0.006988,-0.006801,-0.001725,-0.012652,0.010298
Iranian_Bandari:BanII90,0.0387,0.070072,-0.093149,0.010336,-0.06155,0.013945,-0.00705,-0.003692,-0.018612,-0.018588,0.005359,0.000599,0.005649,-0.001514,0.010722,0.024396,-0.003781,0.010008,0.006411,-0.013757,0.008235,-0.015828,-0.001725,-0.01687,0.007305
Iranian_Fars:IREJ-T006,0.078538,0.083273,-0.059962,-0.015827,-0.039392,0.00502,0.00752,-0.001615,-0.025361,-0.020593,-0.001949,-0.002698,0.009663,-0.004404,0.003257,0.014452,-0.006519,0.00114,-0.002137,0.004252,0.000749,-0.001113,0.006655,-0.001205,-0.000479
Iranian_Fars:IREJ-T009,0.08992,0.091398,-0.060339,-0.026486,-0.042162,-0.000279,0.007285,-0.006692,-0.028224,-0.020593,0.011205,-0.004046,-0.001189,0.004266,0.011672,0.003978,-0.010561,0.004687,-0.004902,-0.015382,-0.004991,-0.006306,0.002342,0.001928,0.003113
Iranian_Fars:IREJ-T022,0.095611,0.093429,-0.047517,-0.033592,-0.041546,-0.00251,0.00282,-0.011076,-0.02577,-0.009294,-0.005521,-0.001948,0.013231,-0.008257,0.005972,0.004773,-0.011213,-0.004181,0.004022,-0.000125,0.004118,-0.000618,-0.003451,-0.001205,0.005748
Iranian_Fars:IREJ-T023,0.088782,0.103584,-0.069767,-0.032623,-0.04647,-0.000558,0.00423,-0.005077,-0.03436,-0.018041,0.003248,-0.005995,0.005946,0.006468,0.007193,0.001061,-0.008996,-0.001267,-0.00176,-0.019634,-0.005989,-0.006677,0.004314,-0.007109,-0.002275
Iranian_Fars:IREJ-T026,0.095611,0.100537,-0.056568,-0.025517,-0.043393,-0.004741,0.006345,0.005077,-0.031292,-0.01221,0.004709,3e-04,-0.001635,-0.005505,-0.004207,0.014452,0.004303,0.001267,0.005656,-0.007253,-0.003743,-0.005317,-0.000123,0.001928,-0.000718
Iranian_Fars:IREJ-T027,0.078538,0.098506,-0.067882,-0.024548,-0.052625,-0.000558,0.002585,-0.011076,-0.025565,-0.01877,0.004547,-0.003147,-0.001487,0.001514,0.008279,0.009679,-0.003651,0.003294,0.004274,-0.003752,0.009109,-0.002102,0.0053,-0.002651,0.00946
Iranian_Fars:IREJ-T037,0.080814,0.076165,-0.061471,-0.01615,-0.055395,0.011156,0.005405,-0.001385,-0.022498,-0.007836,-0.004547,0.003747,0.00223,0.006744,0.004614,0.00358,-0.018123,-0.000127,-0.001634,-0.012756,-0.001747,-0.007419,-0.00493,-0.009881,0.002754
Iranian_Fars:IREJ-T040,0.091058,0.096475,-0.065242,-0.017765,-0.051702,0.010877,0.00423,-0.007154,-0.018407,-0.007836,0.004547,-0.001649,0.013974,-0.007982,0.005836,0.019358,-0.003129,0.003421,0.00817,-0.01088,-0.000998,-0.000495,0.004683,-0.006145,0.007305
Iranian_Fars:IREJ-T053,0.087644,0.096475,-0.072784,-0.023902,-0.050163,0.006972,0.00611,-0.007846,-0.031701,-0.017677,0.006008,-0.008842,0.013528,-0.020643,0.008686,0.02148,-0.003129,0.005068,0.007165,-0.013882,0.004742,-0.002597,-0.002835,0.001566,0.002036
Iranian_Fars:IREJ-T064,0.086506,0.120848,-0.064111,-0.042313,-0.040623,-0.01255,0.00423,0,-0.018203,-0.00893,0.004709,-0.006894,0.012042,-0.002202,-0.004343,0.011668,-0.015776,0.001014,0.002011,-0.016008,0.000749,0.000742,-0.003204,-0.007109,0.011137
Iranian_Fars:IREJ-T078,0.087644,0.087336,-0.076178,-0.021318,-0.054779,-0.00251,0.004465,-0.004615,-0.035792,-0.019681,-0.001461,0.001499,0.002973,-0.002202,0.008822,0.020684,0.010431,0.004687,0.004902,-0.007253,0.003868,-0.011623,0,-0.006507,0.013891
Iranian_Fars:IREJ-T090,0.092197,0.081242,-0.056568,-0.016796,-0.042469,-0.002789,0.006815,-0.001615,-0.029042,-0.009841,-0.006658,0.000899,-0.000595,0.005643,0.002714,0.009679,-0.001043,0.000887,-0.007793,-0.001501,-0.000125,0.003215,0.001849,-0.009399,-0.005269
Iranian_Fars:IREJ-T101,0.080814,0.08632,-0.056191,-0.0323,-0.041238,-0.004741,0.000705,-0.005077,-0.023111,-0.011299,0.003085,0.000899,0.002379,-0.004954,0.005429,0.005171,-0.016168,-0.013049,-0.002765,-0.006003,0.005241,-0.003586,0.002711,-0.005422,0.001078
Iranian_Fars:IREJ-T103,0.095611,0.09546,-0.06675,-0.025194,-0.050779,-0.001116,0.009635,-0.013153,-0.041314,-0.017495,-0.008282,0,-0.003271,0.004404,0.006922,0.008353,-0.000652,0.008235,0.00817,-0.01113,-0.005989,-0.004946,0.008258,-0.007712,0.008861
Iranian_Fars:IREJ-T111,0.095611,0.096475,-0.067127,-0.013243,-0.044008,0.008925,0.00611,0.000692,-0.027406,-0.017677,-0.00747,0.003597,0.010109,-0.002477,0.003529,0.023734,-0.005346,0.002787,-0.001508,-0.007003,-0.002995,-0.004575,-0.002835,-0.006507,0.006466
Iranian_Fars:IREJ-T184,0.081953,0.103584,-0.064488,-0.013566,-0.040315,0.001394,0.00188,-0.007846,-0.029656,-0.019499,-0.000325,0.001049,0.011298,-0.00523,0.005157,0.016706,0.006128,0.000253,0.007039,-0.008129,-0.003619,-0.004081,0.004067,-0.00494,-0.000239
Iranian_Fars:IREJ-T204,0.097888,0.114755,-0.072784,-0.028424,-0.04647,0.000837,-0.005405,-0.010153,-0.038246,-0.014761,0.00747,0.005245,-0.008622,-0.008533,-0.002172,0.0118,-0.008605,0.007728,0.004525,-0.015507,-0.005241,0.000371,-0.000863,-0.005061,0.006227
Iranian_Jew:IranianJew1132,0.088782,0.136081,-0.065242,-0.069122,-0.029236,-0.016455,0.001645,-0.002308,-0.01084,0.002734,0.011205,-0.001049,0.007284,-0.001101,-0.016015,0.001458,-0.007693,0.002914,0.001383,-0.005378,-0.000125,0.004699,-0.006902,-0.006145,-0.003233
Iranian_Jew:IranianJew1143,0.097888,0.141159,-0.06675,-0.068476,-0.036622,-0.018965,0.001645,-0.005538,-0.015339,0.003462,0.004547,-0.002248,0.00996,0.006055,0.001629,0.009546,-0.017211,0.003801,0.004902,-0.016258,-0.007362,-0.000989,-0.001972,-0.009399,-0.001557
Iranian_Jew:IranianJew1159,0.094473,0.129988,-0.060716,-0.060078,-0.039084,-0.010319,-0.004465,-0.005077,-0.012476,-0.007654,0.004547,-0.002098,0.010555,-0.001101,0.002036,0.01538,-0.009518,0.002787,0.009302,-0.019134,-0.003369,0.000742,-0.001479,0.001687,0.005389
Iranian_Jew:IranianJew1409,0.094473,0.128972,-0.067127,-0.058786,-0.032006,-0.01506,0.00047,-0.006231,-0.014726,0.003462,0.002923,-0.006744,0.01442,0.000963,-0.008415,0.013392,0.008866,0.003927,0.006285,-0.009254,0.000873,-0.005193,-0.002835,0.004458,0.005987
Iranian_Jew:IranianJew1513,0.093335,0.132019,-0.067127,-0.067184,-0.02739,-0.020638,0.002115,-0.009,-0.009613,-0.001276,0.005359,-0.005545,0.012785,-0.006468,-0.000814,0.011138,0.000391,-0.00266,0.00905,-0.012881,0,-0.008408,0,0.000482,-0.001916
Iranian_Jew:IranianJew1556,0.091058,0.140143,-0.058831,-0.078489,-0.024004,-0.015618,0.004465,0.003231,-0.005931,0,0.007957,-0.004646,0.01219,0.00055,-0.000271,0.000928,-0.01695,0.001774,0.003268,-0.006753,0.000998,0.003957,-0.007148,0.005061,-0.000599
Iranian_Jew:IranianJew1557,0.093335,0.12491,-0.059208,-0.04522,-0.037238,0.000837,-0.000705,-0.000231,-0.012067,-0.015855,0.004709,-0.004496,0.015461,-0.003028,0.004886,0.011535,-0.008605,0.003421,0.001634,-0.013632,-0.00262,0.004575,-0.008997,-0.001446,-0.002515
Iranian_Jew:IranianJew1832,0.087644,0.13405,-0.061094,-0.067184,-0.031698,-0.016733,0.003055,-0.012923,-0.014726,-0.005467,0.014128,0.004196,0.005798,0.012799,-0.000271,0.005569,-0.003651,0.008108,0.009176,-0.01038,0.000998,0.001484,-0.003944,0.001566,0.001796
Iranian_Jew:IranianJew1845,0.094473,0.121864,-0.07467,-0.063631,-0.031698,-0.01757,-0.00282,-0.002538,-0.012885,-0.003098,0.001786,-0.001499,0.013528,-0.009083,0.000271,0.01843,0.001434,0.001394,0.007542,-0.011005,0.010232,-0.009274,-0.001479,-0.000482,0.001197
Iranian_Lor:LORII19,0.085367,0.101553,-0.065619,-0.032946,-0.049855,-0.005857,0.010575,-0.006692,-0.022089,-0.009294,0.006496,0.005695,0.004162,-0.004954,0.009636,0.008088,0.002999,0.001267,0.004525,-0.008629,-0.002121,-0.001113,-0.002218,-0.009399,-0.000359
Iranian_Lor:LORII34,0.085367,0.105615,-0.067127,-0.030685,-0.051394,-0.011713,0.0047,0.002769,-0.029451,-0.010934,0.002598,-0.005095,-0.003865,0.000826,-0.003257,0.011535,0.003912,0.002914,0.005279,-0.012881,-0.010232,-0.009645,-0.000863,0.003253,0.004191
Iranian_Lor:LORII36,0.083091,0.120848,-0.07731,-0.038437,-0.052625,-0.001673,0.00094,0,-0.033951,-0.02278,0.007632,-0.003147,0.006838,-0.002064,0.009093,0.014054,-0.008996,-0.002027,0.001131,-0.018384,0.000749,-0.000247,0,0.00012,0.00958
Iranian_Lor:LORII44,0.085367,0.103584,-0.075801,-0.027778,-0.045855,0.00251,0.00376,-0.005538,-0.028224,-0.014761,0.004384,0.00015,0.012487,-0.00523,0.001493,0.016706,0.004694,0.005321,0.007919,-0.008004,-0.005241,-0.002597,-0.006902,-0.010001,0.006347
Iranian_Lor:LORII48,0.099026,0.108662,-0.058077,-0.029393,-0.048317,-0.01004,0.002585,-0.001385,-0.028838,-0.006014,-0.001624,0.001798,0.001041,0,0.013301,0.009944,-0.003781,0.007728,0.006788,-0.01063,0.010981,-0.008532,-0.007148,-0.013496,0.004311
Iranian_Lor:LORII50,0.086506,0.100537,-0.06675,-0.033915,-0.042777,-0.006136,0.00282,-0.009692,-0.024747,-0.008018,0.00747,-0.003597,0.001041,0.010184,0.004614,-0.005436,-0.007041,0.005954,0.00352,-0.005753,0.000998,0.001731,0.000986,-0.011809,0.007664
Iranian_Lor:LORII51,0.080814,0.111708,-0.071653,-0.041344,-0.046162,-0.005578,0.006345,-0.005077,-0.02577,-0.010752,-0.002923,-0.009591,0.00446,-0.002615,0.002172,0.010607,-0.003129,0.008488,0.007793,-0.008254,-0.003369,-0.005564,-0.001725,-0.002048,0.008263
Iranian_Lor:LORII52,0.094473,0.114755,-0.070899,-0.028101,-0.042777,-0.008088,0.009635,-0.010846,-0.024338,-0.022962,0.000487,0.001948,0.003865,-0.00523,0.003936,0.008221,-0.011343,0.009375,0.016844,-0.018634,-0.004742,-0.013231,-0.001479,-0.005302,0.000838
Iranian_Lor:LORII58,0.094473,0.1046,-0.057322,-0.041344,-0.0437,-0.008088,0.004465,-0.003231,-0.033951,-0.018953,0.007957,0.002248,0.006987,0.006193,0.008686,0.010077,-0.009127,0.00228,0.005782,-0.015257,-0.006988,-0.004699,0.005669,0.000723,0.008622
Iranian_Lor:LORII9,0.084229,0.094444,-0.063356,-0.048127,-0.041238,-0.011992,0.00376,-0.001154,-0.026997,-0.002005,0.002923,0.00045,-0.000743,-0.004817,0.004479,0.012331,-0.007302,-0.000127,0.000377,-0.002501,0.005366,-0.006183,-0.007025,-0.011447,0.008023
Iranian_Mazandarani:GMII16,0.087644,0.111708,-0.076933,-0.020995,-0.054164,0.001952,0.005405,-0.002538,-0.030883,-0.023691,0.000325,-0.001948,-0.000446,0.00289,0.011808,0.012331,-0.015776,-0.003801,0.005279,-0.007629,-0.000998,-0.003091,-0.002835,-0.003735,0.00491
Iranian_Mazandarani:GMII18,0.093335,0.101553,-0.070144,-0.013243,-0.061242,0.009482,0.008695,0.000231,-0.041314,-0.022597,-0.007795,-0.008393,0.001635,0.005643,0.002579,0.019756,0.005867,0.00152,0.006662,-0.011506,-0.000873,-0.009645,-0.008751,-0.005904,0.005029
Iranian_Mazandarani:GMII19,0.095611,0.090382,-0.076555,-0.018411,-0.056318,0.013387,0.00846,-0.003231,-0.03436,-0.019681,-0.00341,0.002997,0.00892,0.001927,0.002579,0.006895,-0.019297,0.00076,0.003268,-0.020635,0.002371,-0.007914,-0.003204,-0.006025,0.007544
Iranian_Mazandarani:GMII20,0.088782,0.110693,-0.072784,-0.024548,-0.06432,0.00251,0.011986,-0.007615,-0.048472,-0.02442,0.002923,0.001049,0.007136,0.005918,0.004886,0.011403,0.002347,0.007221,0.009804,-0.011881,-0.001622,-0.004451,0.002218,-0.004579,0.001796
Iranian_Mazandarani:GMII22,0.097888,0.099522,-0.074293,-0.021641,-0.058165,0.003347,0.007755,0.001846,-0.039473,-0.021686,0.003735,0.001798,0.000743,0.000688,0.006786,0.01432,0.002738,0.004307,0.004274,-0.013256,0.003494,-0.004575,0.004807,-0.000723,0.008622
Iranian_Mazandarani:GMII29,0.087644,0.105615,-0.074293,-0.028424,-0.053856,0.001673,0.003055,-0.009923,-0.040291,-0.019317,-0.008769,-0.008093,-0.007433,-0.003028,0.003936,0.006364,-0.007953,0.007221,0.001131,-0.02176,0.000499,-0.008037,0.00037,-0.002651,0.006826
Iranian_Mazandarani:GMII36,0.078538,0.09546,-0.078441,-0.017442,-0.066474,0.010598,0.002585,-0.007384,-0.050313,-0.024784,-0.00747,0.000899,-0.0055,0.003716,0.015065,0.01074,-0.01682,0.0019,0.000628,-0.01138,-0.002371,-0.011376,0.001109,-0.017231,-0.001437
Iranian_Mazandarani:GMII54,0.084229,0.097491,-0.084098,-0.025194,-0.053856,0.001394,0.01034,-0.002769,-0.035792,-0.014214,0.001949,0.000899,-0.007284,-0.000963,-0.000543,0.005569,-0.002608,0.002534,0.007919,-0.012006,-0.005116,-0.012365,-0.001849,-0.010122,0.00479
Iranian_Mazandarani:GMII7,0.091058,0.09546,-0.089,-0.016473,-0.057857,0.009203,0.003525,-0.005307,-0.041723,-0.021504,0.006658,-0.009591,0.002825,-0.011836,0.007872,0.008221,-0.003912,0.009882,0.00088,-0.008754,0.001123,-0.009645,-0.001602,-0.003615,-0.002515
Iranian_Mazandarani:GMII79,0.094473,0.111708,-0.093149,-0.025517,-0.061242,0.005578,0.014336,-0.013846,-0.051131,-0.020775,-0.001786,0.001499,-0.001338,0.006606,0.00095,0.011535,-0.008345,0.001267,0.002137,-0.021385,-0.005615,-0.005812,-0.005793,0.000843,0.014849
Iranian_Persian_Shiraz:SHII20,0.094473,0.105615,-0.07203,-0.027132,-0.046162,-0.006136,0.001175,-0.009692,-0.038246,-0.017312,0.00341,-0.004646,0,-0.004679,0.004614,0.013259,-0.010691,0.002534,0.004399,-0.004877,0.008984,-0.001855,-0.002095,-0.005061,0.00479
Iranian_Persian_Shiraz:SHII25,0.075123,0.094444,-0.078441,-0.035207,-0.042162,-0.007809,0.00799,-0.002769,-0.026793,-0.022051,0.000487,-0.007943,0.00996,-0.003716,0.0019,0.025988,-0.006258,0.008742,0.000377,0.003126,0.004492,0.004451,-0.001849,-0.004338,0.009819
Iranian_Persian_Shiraz:SHII27,0.0774,0.082258,-0.082967,-0.008075,-0.059396,0.004741,0.00564,-0.001615,-0.02986,-0.019499,-0.003085,0,0.006987,-0.004542,0.013301,0.015778,-0.013169,0.001394,0.000126,-0.022761,0.000749,-0.005812,-0.000863,0.000843,0.010777
Iranian_Persian_Shiraz:SHII37,0.075123,0.093429,-0.063733,-0.026809,-0.055703,-0.001394,0.013396,-0.002308,-0.024134,-0.019681,-0.000487,-0.002398,0.008474,-0.004954,0.010043,0.00053,-0.015646,0.001774,0.007039,-0.007879,0.007736,-0.002844,0.003204,-0.006507,-0.001317
Iranian_Persian_Shiraz:SHII51,0.078538,0.080227,-0.058831,-0.027455,-0.033545,-0.007809,0.001175,-0.011538,-0.015339,-0.015126,0.003085,-0.004196,0.009068,0.00289,0.010179,0.006364,-0.011474,-0.001267,0.000754,-0.010505,-0.001872,0.002968,-0.001849,-0.006145,-0.00012
Iranian_Persian_Shiraz:SHII66,0.091058,0.100537,-0.068259,-0.032623,-0.044624,-0.005857,0.0047,0.004615,-0.019021,-0.006743,0.001949,-0.008842,0.012785,-0.012248,0.007329,0.021082,0.008084,-0.000507,0.006159,-0.004252,-0.003868,0.001237,0.007025,0.000482,0.007784
Iranian_Persian_Shiraz:SHII72,0.088782,0.08632,-0.057322,-0.024548,-0.044008,0.006693,0.00282,-0.007615,-0.03211,-0.017677,0.000974,-0.002698,0.008176,-0.003441,-0.001493,0.012198,-0.007171,0.005321,-0.001006,-0.012131,-0.002371,-0.002597,-0.001725,-0.009881,0.002994
Iranian_Persian_Shiraz:SHII87,0.072847,0.1046,-0.061471,-0.030362,-0.0437,-0.009482,0.000235,-0.007384,-0.028838,-0.018406,-0.000487,-0.006294,0.003717,0.00289,0.012351,0.008618,-0.008996,0.007475,0.004525,-0.011631,-0.000749,-0.006306,0.011092,-0.011809,-0.004191
