sample,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26
Sweden_Viking.SG:VK434,0.136588,0.113739,0.111251,0.102391,0.045855,0.041834,0.013161,0.024461,-0.010431,-0.034807,-0.009906,-0.006444,0.035827,0.037709,-0.005972,-0.009016,-0.008345,-0.005448,3.77e-4,-0.002376,-0.011854,-0.012489,0.007888,-0.011086,-2.3899999999999998e-4
Sweden_Viking.SG:VK435,0.146832,0.137096,0.053550999999999994,0.033592,0.047393,0.015896999999999998,-2.35e-4,0.002077,-0.0057269999999999995,0.018224,-0.032802,0.013488,-0.020515,-0.034406,0.013708,-0.015513,0.017863,-0.00266,0.005656,0.026638,0.004991,0.008036999999999999,0.022060999999999997,0.005663,0.023471
Sweden_Viking.SG:VK438,0.134311,0.127957,0.078441,0.079458,0.02739,0.033746,0.006815,0.015691999999999998,0.001227,-0.031709,0.001299,-0.011839,0.013528,0.022157,-0.011943,-0.001326,-7.819999999999999e-4,8.87e-4,0.009679,0.012631,-0.018467,0.001113,0.001109,-0.012050000000000003,-0.009939
Sweden_Viking.SG:VK439,0.138864,0.133034,0.106348,0.117896,0.050470999999999995,0.032351,0.023031,0.013615,0.0016359999999999999,-0.041367999999999995,-0.0014609999999999998,-0.019633,0.020218,0.03592,-0.00285,0.004374999999999999,-0.0066500000000000005,-0.004941,-0.004651,0.009004,-0.007736,-0.004451,0.011462,-0.011568,0.007664
Sweden_Viking.SG:VK440,0.12748199999999998,0.118817,0.07995000000000002,0.07978099999999999,0.049855,0.038208,0.018331,0.017537999999999998,0.007567,-0.005285,-0.018512,-0.02278,0.008324999999999999,0.035369,-9.5e-4,-0.006762,-0.005085,0.002914,-0.00352,-0.008379,0.006239,-0.009398,-8.629999999999998e-4,-0.017110999999999998,-5.989999999999999e-4
Sweden_Viking.SG:VK442,0.118376,0.133034,0.047894,0.025840000000000002,0.039392,0.01506,-0.0075200000000000015,0.003922999999999999,0.008385,0.014397,0.002111,0.005395,-0.013082,-0.011147,0.017235999999999998,-0.006628999999999999,0.002738,0.005954,0.0012569999999999999,-0.0050019999999999995,0.0072369999999999995,-0.0019779999999999997,-9.86e-4,-4.819999999999999e-4,-0.002036
Sweden_Viking.SG:VK443,0.132035,0.122879,0.070899,0.072029,0.046161999999999995,0.026216,0.003525,0.004384,-0.0057269999999999995,-0.015490000000000004,-0.010718,-0.004196,0.006986999999999999,0.006606,0.0076,0.008617999999999999,0.001565,-0.0020269999999999997,6.28e-4,0.0076289999999999995,0.0034939999999999997,0.004451,-0.0029579999999999997,-0.001566,9.58e-4
Sweden_Viking.SG:VK444,0.117238,0.14319,0.043369,0.025194,0.02739,0.013945,0.004935,0.004384,0.010022,0.010023,-0.00406,0.008842,-0.010555,-0.009358,0.010722,0.017766999999999998,0.018515,0.004307,0.008296,0.0030009999999999998,0.007612,0.009645,0.001356,0.014701,0.003473
Sweden_Viking.SG:VK450,0.12520499999999998,0.141159,0.061094,0.034561,0.049547999999999995,0.015618,-0.003525,0.0027689999999999998,0.00634,0.016947999999999998,0.007306999999999999,0.004646,-0.008771,-0.004266,0.015879,-0.002652,-0.008605,0.012796,0.010559,0.001126,0.009109,-0.001113,-0.005546,0.020244,-0.003473
Sweden_Viking.SG:VK452,0.12634399999999998,0.114755,0.085606,0.08721000000000001,0.054164,0.037371,0.019271,0.016845,0.003068,-0.030798,-0.005359,-0.005095,0.019177,0.023809,-0.011943,-0.0047729999999999995,0.0036509999999999997,-0.005448,-0.006913,0.007378999999999999,0.003868,-0.0021019999999999997,0.009244,0.0039759999999999995,-5.989999999999999e-4
Sweden_Viking.SG:VK453,0.108132,0.135065,0.07316099999999999,0.061047,0.050470999999999995,0.01255,0.00282,0.014538,0.005522,-0.027153,0.008444,-0.001798,0.013677,0.020231,-0.020494,0.0010609999999999999,-0.016689,-0.003294,-0.008045,-0.002376,-0.01123,-0.012242,0.0036969999999999998,-0.009037,4.79e-4
Sweden_Viking.SG:VK454,0.12520499999999998,0.120848,0.055814,0.054587,0.046778,0.021475,0.00235,0.008307,0.008794999999999999,-0.015490000000000004,-0.009256,-0.014687,0.002973,0.025047,-0.018458,0.007823,0.019949,-0.004434,0.001885,-0.0020009999999999997,-0.008735,-9.89e-4,0.007764999999999999,-0.001807,-0.001676
Sweden_Viking.SG:VK455,0.134311,0.13100299999999998,0.067505,0.06589199999999999,0.047393,0.028168,7.05e-4,9.23e-4,0,-0.0021869999999999997,-0.018188,0.005844999999999999,-0.012190000000000001,-0.017752999999999998,0.032437,0.030761,6.52e-4,-0.0022800000000000003,0.001885,0.022511,0.014474,0.002226,-0.006039,0.022292,-3.59e-4
Sweden_Viking.SG:VK456,0.124067,0.12592599999999998,0.065996,0.056525,0.040623,0.0251,0.002585,0.0027689999999999998,0.008180999999999999,-0.0021869999999999997,-0.011367,0.004496,-0.020664,-0.009634,0.027416,0.007424999999999999,-0.011995,0.0022800000000000003,-6.28e-4,0.004502,-0.0034939999999999997,0.004946,0.001602,0.008555,0.0033529999999999996
Sweden_Viking.SG:VK457,0.121791,0.098506,0.067505,0.069122,0.040007,0.023148,0.006815,0.003922999999999999,0.001227,-0.020775,0.003897,-0.005245,0.013379,0.022295,-0.001764,0.008617999999999999,-0.00352,-0.004687,-0.003142,-0.009505,-0.009234,0.0058119999999999995,0.012941,-0.007470999999999999,-0.007184999999999999
Sweden_Viking.SG:VK458,0.130897,0.120848,0.100314,0.08721000000000001,0.040623,0.035140000000000005,0.003525,0.018230000000000007,-0.001227,-0.034989,-0.004709,-0.013938,0.024083,0.035094,-0.019271999999999997,0.009016,0.01017,-0.014823,0.00729,0.007003,-0.003369,0.001237,0.015036,-0.013014,0.00455
Sweden_Viking.SG:VK459,0.12748199999999998,0.117801,0.08598399999999999,0.07429000000000001,0.044624,0.029841,0.009635,0.010846,-4.0899999999999997e-4,-0.028247,-0.008768999999999999,-0.0028469999999999997,0.030029,0.052159,-0.017779,1.33e-4,0.004824,-0.021157,0.009427,-0.009254,-0.019216,0.002349,0.010106,-0.011688,-0.003113
Sweden_Viking.SG:VK460,0.134311,0.128972,0.055437,0.056525,0.036622,0.025937,0.011751,-0.003692,0.011044,-0.005467,0.008119,0.003297,-0.00892,-0.001651,0.024158,0.00411,-0.007431999999999999,-0.001774,0.0012569999999999999,0.006128,0.008235,0.007418999999999999,0.005053,0.011327,-2.3899999999999998e-4
Sweden_Viking.SG:VK461,0.122929,0.116786,0.099937,0.076551,0.0437,0.015338999999999998,0.00846,0.013153,0.003477,-0.042461,0.005196,-0.015586,0.013825,0.027937,4.0699999999999997e-4,-0.00411,-0.007170999999999999,0.0019,0.0011309999999999998,-0.0037519999999999997,0.007861,7.419999999999999e-4,0.005915999999999999,-3.61e-4,-1.2000000000000002e-4
Sweden_Viking.SG:VK462,0.150247,0.116786,0.094657,0.085272,0.029543999999999997,0.018128,0.013631,0.005537999999999999,0.004704,-0.022414999999999997,-0.002111,-0.023079,0.024974999999999997,0.026424,-0.005836,-0.009812,-0.029076,0.0020269999999999997,-0.01169,0.024137,0.008111,0.005317,0.008504,-0.013375,-0.001197
Sweden_Viking.SG:VK463,0.130897,0.132019,0.093149,0.091732,0.036007,0.035419,0.005875,0.002538,-0.014112,-0.035354,-0.003735,-0.007793,0.028692,0.023671,-0.011943,0.007026999999999999,0.026468,-0.0022800000000000003,0.002388,0.002876,-0.014100000000000001,-0.005193,0.015159,-0.011568,-0.008622
Sweden_Viking.SG:VK464,0.13544900000000001,0.133034,0.08409799999999999,0.079135,0.048932,0.036814,-0.00188,0.02723,0.0032719999999999997,-0.033531,-0.002436,-0.005395,0.020069,0.030690000000000002,-0.010179,-0.0037129999999999997,-0.024121,0.001774,0.008421999999999999,0.013256,-0.016596,-0.0040809999999999996,0.032043999999999996,-0.011206,0.0017959999999999999
Sweden_Viking.SG:VK468,0.122929,0.135065,0.06260199999999999,0.04199000000000001,0.038469,0.019522,0.005405,0.003692,-0.002659,-7.289999999999998e-4,6.500000000000001e-4,0.005395,-0.012636,-0.003578,0.014386,-0.004508,-0.011735,-0.0031669999999999997,0.004148,0.004127,3.74e-4,9.89e-4,2.4599999999999996e-4,0.023014999999999997,-0.002634
Sweden_Viking.SG:VK469,0.134311,0.137096,0.076933,0.0646,0.0437,0.013108,-0.002585,0.01523,0.0051129999999999995,0.0016400000000000002,-0.006496,-0.001049,-0.009217,-0.008395,0.016829,-0.001856,-0.019818,0,0.001383,0.006378,0.0058649999999999996,-3.7099999999999996e-4,0.0053,0.016508,-0.012693
Sweden_Viking.SG:VK471,0.133173,0.126941,0.090509,0.087533,0.030467,0.027052,0.018801,0.021460999999999997,0.008794999999999999,-0.030615999999999997,-0.007306999999999999,-0.008692,0.018583,0.029175999999999997,-0.019271999999999997,0.002254,0.00352,-0.009628,0.002891,0.008754,-0.0013729999999999999,0.00136,0.011832,0.001687,-0.004071
Sweden_Viking.SG:VK472,0.143417,0.126941,0.098051,0.08462599999999999,0.038776,0.046854,0.018096,0.012692,-0.003068,-0.028064,-0.0014609999999999998,-0.011839,0.017839,0.032892,0.006379,0.003845,-0.012126,0.007855,0.004274,-0.009755,-0.009608,-0.002226,0.025882,-0.009519,0.006586
Sweden_Viking.SG:VK473,0.130897,0.136081,0.070899,0.066215,0.0437,0.01506,0.0094,0.011307,-0.001432,-0.015672,-0.003248,-0.0028469999999999997,0.004608,0.016101999999999998,-0.005429,-0.009679,-0.00352,-3.8e-4,0.002891,2.5e-4,0.001872,-0.00272,0.0040669999999999994,0.003374,-5.989999999999999e-4
